site,date_local,min_temp_c,max_temp_c,median_temp_c,mean_temp_c
B05,2021-08-28,26.5385,27.0741,26.70055,26.72421431
B06,2021-08-28,26.5388,27.0111,26.6921,26.73132944
B07,2021-08-28,26.4902,27.0963,26.66945,26.72843292
B08,2021-08-28,26.4596,27.2156,26.5947,26.70287958
B09,2021-08-28,26.5023,27.0409,26.64685,26.70122444
B10,2021-08-28,26.5571,27.1645,26.6417,26.72911194
B10.5,2021-08-28,26.5909,27.0751,26.65955,26.73503694
B11,2021-08-28,26.5846,26.9061,26.6707,26.70296611
B12,2021-08-28,26.5149,27.2118,26.6154,26.72300028
B13,2021-08-28,26.5078,27.2358,26.60215,26.71731806
B14,2021-08-28,26.5501,27.2377,26.63725,26.73151708
B15,2021-08-28,26.5813,27.0062,26.61985,26.68691528
B16,2021-08-28,26.5737,27.0325,26.6329,26.70211375
B17,2021-08-28,26.5481,26.9874,26.6184,26.68699944
B18,2021-08-28,26.5187,26.9669,26.63065,26.68513389
B19,2021-08-28,26.4955,27.2589,26.5968,26.70477792
B20,2021-08-28,26.3444,27.1587,26.5187,26.6295175
B21,2021-08-28,26.3821,27.1817,26.50705,26.62598639
B22,2021-08-28,26.3368,27.0392,26.5392,26.62473
B24,2021-08-28,26.2627,27.1109,26.54315,26.61142403
B25,2021-08-28,26.4064,27.0959,26.61165,26.67098014
B26,2021-08-28,26.489,27.2818,26.60055,26.7008025
B27,2021-08-28,26.5395,27.1127,26.66595,26.72153625
B28,2021-08-28,26.5297,27.1614,26.62875,26.73639111
B29,2021-08-28,26.459,27.2516,26.6149,26.75097569
B30,2021-08-28,26.5927,27.1508,26.70095,26.76655833
B31,2021-08-28,26.5845,27.2192,26.70725,26.77494028
B32,2021-08-28,26.5827,27.1983,26.6773,26.78888972
B33,2021-08-28,26.3876,27.2665,26.626,26.73684056
B35,2021-08-28,26.3007,27.4055,26.524,26.70503778
N01,2021-08-28,26.4553,27.088,26.6557,26.70253444
N02,2021-08-28,26.4946,27.0828,26.6727,26.71581764
N03,2021-08-28,26.5249,26.9924,26.70015,26.71393208
N04,2021-08-28,26.4214,27.1698,26.6072,26.69837667
N05,2021-08-28,26.3677,27.3086,26.58445,26.70138875
W01,2021-08-28,26.517,27.0511,26.6514,26.69001347
W02,2021-08-28,26.4996,27.0989,26.6385,26.69005306
W04,2021-08-28,26.4725,27.2555,26.58565,26.70912528
W05,2021-08-28,26.3968,27.2147,26.56645,26.68382868
B01,2021-08-29,26.5247,27.3323,26.6679,26.82130194
B02,2021-08-29,26.5365,27.4318,26.6997,26.83779153
B03,2021-08-29,26.5701,27.1991,26.74865,26.81763028
B04,2021-08-29,26.4681,27.4253,26.6221,26.80677875
B05,2021-08-29,26.5286,27.2783,26.79525,26.83926431
B06,2021-08-29,26.548,27.2162,26.6785,26.79086181
B07,2021-08-29,26.4553,27.3031,26.6876,26.78721444
B08,2021-08-29,26.4573,27.398,26.5958,26.76816361
B09,2021-08-29,26.3919,27.3093,26.73855,26.79851542
B10,2021-08-29,26.4591,27.4957,26.7114,26.84418597
B10.5,2021-08-29,26.5211,27.5992,26.76375,26.87189833
B11,2021-08-29,26.5442,27.4779,26.8116,26.86107083
B12,2021-08-29,26.4887,27.565,26.86645,26.9146625
B13,2021-08-29,26.4188,27.4653,26.76705,26.86857889
B14,2021-08-29,26.5153,27.5953,26.6862,26.84476097
B15,2021-08-29,26.5592,27.2241,26.67285,26.76314889
B16,2021-08-29,26.5586,27.171,26.7638,26.7903375
B17,2021-08-29,26.5503,27.1642,26.80945,26.79691306
B18,2021-08-29,26.5325,27.1146,26.7325,26.76329792
B19,2021-08-29,26.4811,27.702,26.70675,26.88706667
B20,2021-08-29,26.4291,27.7293,26.97535,26.99173972
B21,2021-08-29,26.46,27.6675,27.06395,27.00178014
B22,2021-08-29,26.5029,27.7665,27.0773,27.05060444
B24,2021-08-29,26.5579,27.8115,27.08995,27.07319181
B25,2021-08-29,26.5888,27.9079,26.9706,27.07584889
B26,2021-08-29,26.5934,27.9848,27.03635,27.11524521
B27,2021-08-29,26.5824,27.8278,27.10685,27.08635014
B28,2021-08-29,26.5533,27.9592,27.1487,27.1226525
B29,2021-08-29,26.477,28.0371,27.06485,27.09704486
B30,2021-08-29,26.5712,27.7611,27.0222,27.05553764
B31,2021-08-29,26.5701,27.801,27.00995,27.06422667
B32,2021-08-29,26.5824,27.8894,26.8079,27.03469806
B33,2021-08-29,26.425,27.7281,26.7522,26.92306333
B35,2021-08-29,26.2836,28.0861,26.52335,26.85054958
N01,2021-08-29,26.4058,27.5545,26.62035,26.81070764
N02,2021-08-29,26.4201,27.4851,26.6183,26.78970375
N03,2021-08-29,26.4349,27.2944,26.6365,26.77243917
N04,2021-08-29,26.3665,27.7258,26.57185,26.83314167
N05,2021-08-29,26.2894,27.9455,26.53345,26.85355875
W01,2021-08-29,26.6387,27.7701,26.99785,27.07950944
W02,2021-08-29,26.6282,27.8043,27.002,27.08747764
W04,2021-08-29,26.5504,28.1197,27.03405,27.13224431
W05,2021-08-29,26.5099,28.1702,27.0107,27.11915188
B01,2021-08-30,26.4757,27.2191,26.644,26.76765333
B02,2021-08-30,26.5001,27.1733,26.6794,26.78405486
B03,2021-08-30,26.5777,27.1311,26.74185,26.80775583
B04,2021-08-30,26.4497,27.2504,26.60715,26.75117278
B05,2021-08-30,26.554,27.2205,26.7449,26.81786486
B06,2021-08-30,26.4783,27.0792,26.67365,26.73457889
B07,2021-08-30,26.4136,27.1074,26.7153,26.73615528
B08,2021-08-30,26.3109,27.2204,26.601,26.70604361
B09,2021-08-30,26.2669,27.2937,26.66095,26.69310861
B10,2021-08-30,26.5462,27.1366,26.6927,26.77658944
B10.5,2021-08-30,26.5957,27.1073,26.7105,26.79223264
B11,2021-08-30,26.6133,27.0388,26.7413,26.77605333
B12,2021-08-30,26.591,27.1637,26.7538,26.82254028
B13,2021-08-30,26.5499,27.1429,26.72955,26.80425417
B14,2021-08-30,26.6033,27.1736,26.70075,26.78460542
B15,2021-08-30,26.5643,27.0366,26.6977,26.74270236
B16,2021-08-30,26.5609,27.0959,26.7208,26.76626486
B17,2021-08-30,26.6235,27.0703,26.7612,26.80549514
B18,2021-08-30,26.6471,27.0671,26.75045,26.80317583
B19,2021-08-30,26.6224,27.2567,26.74895,26.84976014
B20,2021-08-30,26.5794,27.1109,26.76735,26.80860458
B21,2021-08-30,26.5694,27.1599,26.76465,26.80950028
B22,2021-08-30,26.5625,27.1581,26.7679,26.81421264
B24,2021-08-30,26.6091,27.1719,26.7827,26.84251597
B25,2021-08-30,26.6269,27.1376,26.80935,26.83764
B26,2021-08-30,26.6454,27.1769,26.81325,26.86789958
B27,2021-08-30,26.7253,27.0218,26.8684,26.87504403
B28,2021-08-30,26.656,27.1505,26.77475,26.83479556
B29,2021-08-30,26.5643,27.207,26.8342,26.83730319
B30,2021-08-30,26.6006,27.1302,26.91045,26.866425
B31,2021-08-30,26.6471,27.1012,26.88285,26.87133611
B32,2021-08-30,26.6469,27.2393,26.96925,26.936685
B33,2021-08-30,26.5248,27.467,26.8042,26.88786167
B35,2021-08-30,26.3258,27.4392,26.71155,26.78038569
N01,2021-08-30,26.47,27.2782,26.6114,26.75969069
N02,2021-08-30,26.45,27.2361,26.64745,26.75469472
N03,2021-08-30,26.4768,27.1129,26.6615,26.74985375
N04,2021-08-30,26.3719,27.3743,26.55045,26.74002681
N05,2021-08-30,26.282,27.5633,26.4892,26.72408514
W01,2021-08-30,26.685,27.0609,26.83425,26.86036528
W02,2021-08-30,26.6717,27.0816,26.82515,26.86315472
W04,2021-08-30,26.6003,27.224,26.80155,26.87327403
W05,2021-08-30,26.5555,27.2456,26.78315,26.86110354
B01,2021-08-31,26.5426,27.5695,26.79945,26.90460431
B02,2021-08-31,26.557,27.56,26.81,26.90642042
B03,2021-08-31,26.6478,27.4846,26.8201,26.95006153
B04,2021-08-31,26.4372,27.5976,26.7149,26.84506069
B05,2021-08-31,26.5581,27.5318,26.8434,26.90862056
B06,2021-08-31,26.5193,27.2566,26.7233,26.80783819
B07,2021-08-31,26.4891,27.273,26.7268,26.80937792
B08,2021-08-31,26.3931,27.5165,26.65825,26.80241875
B09,2021-08-31,26.2156,27.3613,26.79855,26.74312625
B10,2021-08-31,26.6446,27.3746,26.7881,26.85712583
B10.5,2021-08-31,26.6567,27.5355,26.84025,26.88188972
B11,2021-08-31,26.6609,27.4799,26.88775,26.87904375
B12,2021-08-31,26.6647,27.1683,26.83605,26.83642194
B13,2021-08-31,26.6314,27.2617,26.8331,26.84534667
B14,2021-08-31,26.6511,27.1849,26.84195,26.85780833
B15,2021-08-31,26.6813,27.2915,26.8797,26.87621875
B16,2021-08-31,26.6736,27.125,26.9035,26.88395931
B17,2021-08-31,26.7129,27.2936,26.8804,26.91990306
B18,2021-08-31,26.7228,27.1563,26.8568,26.89300694
B19,2021-08-31,26.6746,27.6421,26.81845,26.982715
B20,2021-08-31,26.7205,27.2899,26.83585,26.91286792
B21,2021-08-31,26.7459,27.2675,26.85675,26.92434569
B22,2021-08-31,26.7167,27.267,26.8574,26.92218097
B24,2021-08-31,26.7711,27.2669,26.8602,26.92680903
B25,2021-08-31,26.788,27.1551,26.8907,26.91725792
B26,2021-08-31,26.7954,27.1862,26.8639,26.90610806
B27,2021-08-31,26.7767,27.0864,26.85855,26.89888181
B28,2021-08-31,26.7437,27.2183,26.87725,26.92834597
B29,2021-08-31,26.7082,27.3526,26.86025,26.96434319
B30,2021-08-31,26.7753,27.2709,26.89475,26.94912417
B31,2021-08-31,26.7498,27.362,26.87455,26.96633236
B32,2021-08-31,26.6845,27.2148,26.8596,26.90081597
B33,2021-08-31,26.5902,27.0944,26.82745,26.83702097
B35,2021-08-31,26.418,27.5556,26.70995,26.85568153
N01,2021-08-31,26.4142,27.5095,26.68845,26.81981097
N02,2021-08-31,26.4551,27.4523,26.72335,26.8169225
N03,2021-08-31,26.4636,27.3565,26.71655,26.80573667
N04,2021-08-31,26.3652,27.7419,26.61205,26.82761167
N05,2021-08-31,26.2653,28.0032,26.54985,26.84187681
W01,2021-08-31,26.8107,27.0873,26.8845,26.90390042
W02,2021-08-31,26.8071,27.1262,26.87845,26.90557125
W04,2021-08-31,26.7856,27.215,26.85505,26.90696292
W05,2021-08-31,26.7666,27.2053,26.84025,26.89954715
B01,2021-09-01,26.5595,27.393,26.7022,26.84283569
B02,2021-09-01,26.5945,27.5203,26.70405,26.86679847
B03,2021-09-01,26.6671,27.4867,26.77225,26.90136986
B04,2021-09-01,26.5343,27.3827,26.72425,26.85324542
B05,2021-09-01,26.5903,27.4003,26.7919,26.89712597
B06,2021-09-01,26.5608,27.2594,26.82575,26.84570375
B07,2021-09-01,26.5321,27.294,26.8392,26.85618153
B08,2021-09-01,26.4428,27.5786,26.70245,26.85510833
B09,2021-09-01,26.3868,27.4344,26.8757,26.85177583
B10,2021-09-01,26.7004,27.3081,26.80035,26.89015542
B10.5,2021-09-01,26.717,27.3135,26.8152,26.90507347
B11,2021-09-01,26.7093,27.1939,26.8437,26.88725819
B12,2021-09-01,26.7108,27.3048,26.8633,26.93211611
B13,2021-09-01,26.6888,27.3066,26.82695,26.90721028
B14,2021-09-01,26.7248,27.2466,26.7802,26.88236847
B15,2021-09-01,26.7539,27.1756,26.84265,26.89152167
B16,2021-09-01,26.7626,27.178,26.8575,26.9081475
B17,2021-09-01,26.7748,27.5532,26.91195,26.96491236
B18,2021-09-01,26.7876,27.3445,26.8755,26.94277319
B19,2021-09-01,26.7581,27.6953,26.82925,26.99219042
B20,2021-09-01,26.6505,27.4401,26.81315,26.91650708
B21,2021-09-01,26.6427,27.3782,26.8203,26.91254403
B22,2021-09-01,26.6172,27.3877,26.7957,26.89972986
B24,2021-09-01,26.6353,27.2694,26.8051,26.90017403
B25,2021-09-01,26.7409,27.1442,26.85765,26.89391333
B26,2021-09-01,26.735,27.2495,26.87665,26.91065396
B27,2021-09-01,26.7486,27.3188,26.97395,26.97559569
B28,2021-09-01,26.719,27.3211,26.9764,26.96844458
B29,2021-09-01,26.6444,27.3203,26.90425,26.94428667
B30,2021-09-01,26.692,27.3913,26.86235,26.96107972
B31,2021-09-01,26.6518,27.3986,26.86565,26.97022292
B32,2021-09-01,26.6157,27.3602,26.89855,26.93348
B33,2021-09-01,26.564,27.4712,26.85445,26.91923722
B35,2021-09-01,26.2279,27.5027,26.4693,26.69176319
N01,2021-09-01,26.4786,27.5254,26.6946,26.85865847
N02,2021-09-01,26.4866,27.4003,26.724,26.83469681
N03,2021-09-01,26.5432,27.3773,26.7361,26.82806556
N04,2021-09-01,26.4372,27.7118,26.61315,26.86196833
N05,2021-09-01,26.389,27.9288,26.5623,26.868405
W01,2021-09-01,26.7663,27.1337,26.9206,26.90700014
W02,2021-09-01,26.7558,27.19,26.9083,26.90916556
W04,2021-09-01,26.7187,27.2593,26.84895,26.91231458
W05,2021-09-01,26.6964,27.2856,26.80935,26.90084382
B01,2021-09-02,26.5007,27.194,26.62065,26.73541694
B02,2021-09-02,26.5361,27.2401,26.6969,26.77143097
B03,2021-09-02,26.6307,27.1582,26.75405,26.83390361
B04,2021-09-02,26.5269,27.2946,26.6657,26.79097833
B05,2021-09-02,26.6348,27.2725,26.7763,26.87498889
B06,2021-09-02,26.5796,27.1402,26.765,26.80680778
B07,2021-09-02,26.5589,27.2149,26.7663,26.82368653
B08,2021-09-02,26.4667,27.3727,26.73035,26.81618056
B09,2021-09-02,26.3191,27.43,26.77535,26.81193653
B10,2021-09-02,26.6134,27.3813,26.74705,26.86791153
B10.5,2021-09-02,26.6794,27.2725,26.7835,26.87128861
B11,2021-09-02,26.7082,27.1562,26.82085,26.86984375
B12,2021-09-02,26.6656,27.2822,26.8555,26.91023
B13,2021-09-02,26.616,27.2446,26.7623,26.85254986
B14,2021-09-02,26.6618,27.1796,26.8046,26.86155056
B15,2021-09-02,26.6822,27.1542,26.78645,26.84752931
B16,2021-09-02,26.6986,27.1268,26.81065,26.87169708
B17,2021-09-02,26.7006,27.2023,26.832,26.88202264
B18,2021-09-02,26.6579,27.1008,26.8238,26.86400708
B19,2021-09-02,26.6035,27.3115,26.7549,26.87202569
B20,2021-09-02,26.4528,27.3749,26.77335,26.83806931
B21,2021-09-02,26.5063,27.2872,26.8001,26.85140736
B22,2021-09-02,26.4552,27.3895,26.7912,26.85064431
B24,2021-09-02,26.6817,27.3518,26.8107,26.91418153
B25,2021-09-02,26.6461,27.3117,26.8016,26.90558653
B26,2021-09-02,26.6527,27.3575,26.8033,26.91203556
B27,2021-09-02,26.6825,27.1853,26.78485,26.86726958
B28,2021-09-02,26.5759,27.3269,26.78445,26.87211708
B29,2021-09-02,26.4413,27.4454,26.76295,26.85365639
B30,2021-09-02,26.6012,27.2791,26.7889,26.85155764
B31,2021-09-02,26.5921,27.3053,26.81505,26.87176736
B32,2021-09-02,26.54,27.2918,26.8745,26.88793153
B33,2021-09-02,26.5381,27.4116,26.69945,26.84854306
B35,2021-09-02,26.0329,27.6532,26.53975,26.69037389
N01,2021-09-02,26.4847,27.3844,26.65265,26.78113819
N02,2021-09-02,26.5099,27.2814,26.67875,26.77708583
N03,2021-09-02,26.5021,27.2056,26.69685,26.77262903
N04,2021-09-02,26.3965,27.4653,26.60005,26.76304833
N05,2021-09-02,26.3014,27.6154,26.5623,26.74567139
W01,2021-09-02,26.7324,27.2248,26.85025,26.90894222
W02,2021-09-02,26.713,27.2619,26.83065,26.91379514
W04,2021-09-02,26.61,27.4676,26.78885,26.91878319
W05,2021-09-02,26.4974,27.4884,26.76465,26.89687604
B01,2021-09-03,26.4811,27.3416,26.72775,26.81296333
B02,2021-09-03,26.4897,27.4581,26.77795,26.86931653
B03,2021-09-03,26.6427,27.4406,26.80005,26.91605153
B04,2021-09-03,26.4888,27.4155,26.8154,26.87399819
B05,2021-09-03,26.7106,27.4589,26.8587,26.95817069
B06,2021-09-03,26.6921,27.3271,26.87155,26.92982708
B07,2021-09-03,26.6311,27.4142,26.84595,26.92529028
B08,2021-09-03,26.5842,27.5223,26.80175,26.94021806
B09,2021-09-03,26.3779,27.4824,26.88935,26.89716722
B10,2021-09-03,26.713,27.3869,26.8757,26.932085
B10.5,2021-09-03,26.7422,27.3081,26.89435,26.93119292
B11,2021-09-03,26.7415,27.183,26.9072,26.92112319
B12,2021-09-03,26.7215,27.331,26.9189,26.96032111
B13,2021-09-03,26.6776,27.2951,26.8234,26.90421486
B14,2021-09-03,26.7495,27.187,26.8535,26.90556236
B15,2021-09-03,26.7098,27.2072,26.82105,26.86796319
B16,2021-09-03,26.7325,27.1914,26.82635,26.88881292
B17,2021-09-03,26.7416,27.2868,26.8916,26.92440611
B18,2021-09-03,26.7589,27.1594,26.87255,26.90688194
B19,2021-09-03,26.704,27.4295,26.8171,26.94775833
B20,2021-09-03,26.7228,27.2891,26.8343,26.91354931
B21,2021-09-03,26.7355,27.2127,26.8405,26.91434764
B22,2021-09-03,26.7062,27.3465,26.82835,26.92272028
B24,2021-09-03,26.7114,27.262,26.86945,26.91035056
B25,2021-09-03,26.7238,27.2341,26.87065,26.90742597
B26,2021-09-03,26.7342,27.2512,26.83485,26.90192014
B27,2021-09-03,26.7128,27.1168,26.86925,26.88778486
B28,2021-09-03,26.6967,27.217,26.79235,26.87148236
B29,2021-09-03,26.6228,27.3299,26.8045,26.87789431
B30,2021-09-03,26.7084,27.1577,26.8346,26.87711847
B31,2021-09-03,26.7021,27.2052,26.8195,26.87594056
B32,2021-09-03,26.5855,27.2544,26.85275,26.85376486
B33,2021-09-03,26.5861,27.2137,26.6928,26.81362819
B35,2021-09-03,26.4272,27.5475,26.5622,26.79947653
N01,2021-09-03,26.4791,27.4734,26.7952,26.8841575
N02,2021-09-03,26.4873,27.4108,26.83095,26.87286653
N03,2021-09-03,26.4984,27.3005,26.86865,26.86197958
N04,2021-09-03,26.3644,27.6115,26.7216,26.88641722
N05,2021-09-03,26.2876,27.8206,26.69265,26.88667569
W01,2021-09-03,26.7536,27.1535,26.8613,26.89543208
W02,2021-09-03,26.7502,27.1884,26.85465,26.89595125
W04,2021-09-03,26.7149,27.3347,26.8171,26.91102542
W05,2021-09-03,26.6731,27.3455,26.7984,26.90070146
B01,2021-09-04,26.5878,27.5288,26.8757,26.97753444
B02,2021-09-04,26.6351,27.5665,26.88755,27.0041275
B03,2021-09-04,26.7448,27.6022,26.929,27.03830403
B04,2021-09-04,26.6564,27.5732,26.9273,27.03128625
B05,2021-09-04,26.7952,27.6596,27.01985,27.09923847
B06,2021-09-04,26.7282,27.4265,26.9776,27.01977861
B07,2021-09-04,26.741,27.5741,27.00775,27.07369958
B08,2021-09-04,26.6131,27.6356,26.8589,27.01844861
B09,2021-09-04,26.5779,27.6239,26.9559,27.01101611
B10,2021-09-04,26.7838,27.431,26.9381,27.01642972
B10.5,2021-09-04,26.8188,27.4281,26.9677,27.03632292
B11,2021-09-04,26.8315,27.3062,26.98225,27.02734639
B12,2021-09-04,26.7713,27.5713,26.96605,27.043765
B13,2021-09-04,26.7179,27.4095,26.92995,26.96994722
B14,2021-09-04,26.7871,27.4142,26.85125,26.94868222
B15,2021-09-04,26.7676,27.2311,26.86285,26.92072861
B16,2021-09-04,26.7934,27.3583,26.90005,26.96016736
B17,2021-09-04,26.778,27.4701,26.906,26.99455431
B18,2021-09-04,26.7849,27.3056,26.895,26.96060764
B19,2021-09-04,26.7756,27.7892,27.0346,27.11266347
B20,2021-09-04,26.7735,27.6467,27.2511,27.16653694
B21,2021-09-04,26.7756,27.752,27.2965,27.21666264
B22,2021-09-04,26.7551,28.1187,27.3353,27.23413861
B24,2021-09-04,26.8041,27.978,27.2604,27.22172194
B25,2021-09-04,26.8062,27.9508,27.1808,27.21278694
B26,2021-09-04,26.7709,28.1419,27.23905,27.25622285
B27,2021-09-04,26.6568,27.5424,27.1115,27.06859319
B28,2021-09-04,26.7024,28.1169,26.95415,27.09753972
B29,2021-09-04,26.724,28.1287,27.12125,27.18828569
B30,2021-09-04,26.7662,27.7709,27.02595,27.12822903
B31,2021-09-04,26.7559,27.9411,27.0791,27.13236639
B32,2021-09-04,26.6497,27.4977,27.02345,26.98876542
B33,2021-09-04,26.62,27.5567,26.71045,26.91731333
B35,2021-09-04,26.4039,27.7072,26.6497,26.87426111
N01,2021-09-04,26.6201,27.6506,26.9385,27.03459417
N02,2021-09-04,26.6402,27.5733,26.96775,27.01809833
N03,2021-09-04,26.6491,27.4281,26.99155,27.00419361
N04,2021-09-04,26.5384,27.7996,26.8928,27.04836806
N05,2021-09-04,26.4572,28.1506,26.86955,27.07402958
W01,2021-09-04,26.7964,28.224,27.1542,27.2541125
W02,2021-09-04,26.7881,28.2927,27.193,27.25748819
W04,2021-09-04,26.7496,28.1388,27.28135,27.27076472
W05,2021-09-04,26.7241,28.2644,27.2877,27.26085715
B01,2021-09-05,26.6284,27.645,26.9002,27.04301986
B02,2021-09-05,26.6369,27.7956,27.0167,27.08455069
B03,2021-09-05,26.7807,27.7219,26.97355,27.11868181
B04,2021-09-05,26.6755,27.7166,26.92115,27.05740569
B05,2021-09-05,26.7926,27.7533,27.05635,27.13484306
B06,2021-09-05,26.7097,27.4839,27.04615,27.08368333
B07,2021-09-05,26.8044,27.6657,27.0876,27.15379375
B08,2021-09-05,26.6463,27.791,26.98725,27.11864208
B09,2021-09-05,26.6314,27.592,27.09815,27.10046958
B10,2021-09-05,26.7184,27.851,27.0377,27.13884056
B10.5,2021-09-05,26.7902,27.5799,27.059,27.12170278
B11,2021-09-05,26.8521,27.4489,27.13665,27.10606528
B12,2021-09-05,26.6962,27.518,27.10355,27.08543
B13,2021-09-05,26.6517,27.658,27.02445,27.04593653
B14,2021-09-05,26.762,27.4929,27.0895,27.07517347
B15,2021-09-05,26.8547,27.372,26.9735,27.04480139
B16,2021-09-05,26.8481,27.443,27.03005,27.08133667
B17,2021-09-05,26.8875,27.6303,27.03945,27.11514528
B18,2021-09-05,26.858,27.352,27.01465,27.04559278
B19,2021-09-05,26.801,27.8497,26.98885,27.11936667
B20,2021-09-05,26.8626,27.4068,27.02955,27.05859806
B21,2021-09-05,26.8587,27.4664,27.0276,27.07626694
B22,2021-09-05,26.8843,27.459,27.0773,27.10300042
B24,2021-09-05,26.8832,27.3873,26.99125,27.07756403
B25,2021-09-05,26.859,27.4811,26.98865,27.05516931
B26,2021-09-05,26.8453,27.3619,26.94655,27.02861965
B27,2021-09-05,26.8001,27.3865,27.13655,27.12713069
B28,2021-09-05,26.7265,27.3826,26.94495,26.98707861
B29,2021-09-05,26.7394,27.4775,26.907,27.02938431
B30,2021-09-05,26.7551,27.4024,26.9103,26.99373222
B31,2021-09-05,26.7424,27.3764,26.9014,26.98430556
B32,2021-09-05,26.6238,27.6243,26.8828,26.96960764
B33,2021-09-05,26.5525,27.3865,26.7942,26.89103347
B35,2021-09-05,26.3899,27.616,26.669,26.91220417
N01,2021-09-05,26.6139,27.7385,26.90795,27.06335736
N02,2021-09-05,26.6956,27.6801,26.97235,27.05537694
N03,2021-09-05,26.7693,27.5076,27.0026,27.04378653
N04,2021-09-05,26.5875,27.9397,26.8676,27.09290083
N05,2021-09-05,26.5396,28.2036,26.8269,27.13060944
W01,2021-09-05,26.8683,27.3042,26.9699,27.02108264
W02,2021-09-05,26.8629,27.3248,26.9627,27.02393944
W04,2021-09-05,26.8271,27.4926,26.9417,27.05459625
W05,2021-09-05,26.7974,27.4377,26.93635,27.0391275
B01,2021-09-06,26.7268,27.7474,26.96275,27.06931333
B02,2021-09-06,26.7175,27.6089,27.0049,27.07184347
B03,2021-09-06,26.8259,27.6416,27.04275,27.12154792
B04,2021-09-06,26.7538,27.9072,26.9853,27.15719292
B05,2021-09-06,26.897,27.9352,27.12885,27.22206736
B06,2021-09-06,26.8994,27.6481,27.09825,27.19245653
B07,2021-09-06,26.9042,27.7346,27.1688,27.26030361
B08,2021-09-06,26.8651,27.8617,27.0861,27.26344361
B09,2021-09-06,26.8679,27.7947,27.1123,27.21939597
B10,2021-09-06,26.8301,27.4245,26.97655,27.07154375
B10.5,2021-09-06,26.8662,27.4718,27.0066,27.06807236
B11,2021-09-06,26.8572,27.5888,27.0351,27.10793972
B12,2021-09-06,26.7502,27.6698,27.0037,27.10342806
B13,2021-09-06,26.7888,27.619,26.90755,27.05369222
B14,2021-09-06,26.8623,27.4392,27.0103,27.06997097
B15,2021-09-06,26.8683,27.3369,27.00195,27.02557264
B16,2021-09-06,26.8635,27.4076,27.00915,27.04443708
B17,2021-09-06,26.842,27.5486,26.96795,27.02583444
B18,2021-09-06,26.8155,27.2057,26.93415,26.98146972
B19,2021-09-06,26.7251,27.511,26.91675,27.02286472
B20,2021-09-06,26.7807,27.3901,27.1075,27.06431708
B21,2021-09-06,26.7858,27.4345,27.1379,27.07456639
B22,2021-09-06,26.7528,27.4008,27.1235,27.07852236
B24,2021-09-06,26.7728,27.5498,27.114,27.09170236
B25,2021-09-06,26.7583,27.6206,27.0501,27.08056458
B26,2021-09-06,26.7258,27.4133,27.0403,27.04735896
B27,2021-09-06,26.7098,27.2761,27.0437,27.03209875
B28,2021-09-06,26.6932,27.3771,26.8775,26.92293653
B29,2021-09-06,26.6732,27.6564,26.90195,26.99327347
B30,2021-09-06,26.7203,27.5558,27.0015,27.01490236
B31,2021-09-06,26.6711,27.4873,27.1216,27.05169736
B32,2021-09-06,26.6941,27.3972,26.9518,26.99221153
B33,2021-09-06,26.5861,27.3625,26.83755,26.89926792
B35,2021-09-06,26.3881,27.8787,26.72805,26.89883264
N01,2021-09-06,26.7422,27.8951,26.9782,27.15654625
N02,2021-09-06,26.7719,27.8338,27.00945,27.15022889
N03,2021-09-06,26.8,27.6667,27.05645,27.132315
N04,2021-09-06,26.7012,28.1864,26.99965,27.21097639
N05,2021-09-06,26.66,28.3054,26.9958,27.24646403
W01,2021-09-06,26.7783,27.397,27.022,27.04671306
W02,2021-09-06,26.7666,27.385,27.0291,27.05423292
W04,2021-09-06,26.7051,27.5492,27.0513,27.06371653
W05,2021-09-06,26.657,27.4807,27.0297,27.04678576
B01,2021-09-07,26.7862,27.9655,27.2849,27.27636708
B02,2021-09-07,26.7543,27.8136,27.27015,27.231785
B03,2021-09-07,26.8217,27.9684,27.2123,27.32984167
